announcement_year,announcement_phase,complex_name,district,housing_type,supply_target,supply_type,cutline_rank,cutline_score,tie_breaker,tie_breaker_value,review_stage
2025.0,3차,힐스테이트서울숲리버(금호20)_서울리츠2호,성동구,38,청년,우선,1.0,6.0,추첨,,서류
2025.0,3차,힐스테이트서울숲리버(금호20)_서울리츠2호,성동구,38,청년,일반,1.0,,추첨,,서류
2025.0,3차,서울숲리버뷰자이(행당6)_서울리츠2호,성동구,36,고령자,우선,1.0,5.0,거주기간,,서류
2025.0,3차,서울숲리버뷰자이(행당6)_서울리츠2호,성동구,36,고령자,일반,,,추첨,,서류
2025.0,3차,금호파크힐스이편한세상(금호15)_서울리츠2호,성동구,30,청년,우선,1.0,6.0,추첨,,서류
2025.0,3차,금호파크힐스이편한세상(금호15)_서울리츠2호,성동구,30,청년,일반,1.0,,추첨,,서류
2025.0,3차,금호파크힐스이편한세상(금호15)_서울리츠2호,성동구,40,신혼부부,우선,,,추첨,,서류
2025.0,3차,금호파크힐스이편한세상(금호15)_서울리츠2호,성동구,40,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,정릉 하늘마루,성북구,22,대학생,우선,1.0,3.0,추첨,,서류
2025.0,3차,정릉 하늘마루,성북구,22,대학생,일반,1.0,,추첨,,서류
2025.0,3차,정릉 하늘마루,성북구,26S,고령자,예비자,,,전원합격,,서류
2025.0,3차,보문파크뷰자이(보문3)_서울리츠2호,성북구,29,청년,우선,1.0,6.0,추첨,,서류
2025.0,3차,보문파크뷰자이(보문3)_서울리츠2호,성북구,29,청년,일반,1.0,,추첨,,서류
2025.0,3차,꿈의숲코오롱하늘채(장위2)_서울리츠2호,성북구,40,고령자,예비자,,,전원합격,,서류
2025.0,3차,래미안아트리치(석관2)_서울리츠2호,성북구,39,청년,예비자,1.0,,추첨,,서류
2025.0,3차,래미안장위퍼스트하이(장위5)_서울리츠2호,성북구,36,신혼부부,우선,1.0,6.0,거주기간,,서류
2025.0,3차,래미안장위퍼스트하이(장위5)_서울리츠2호,성북구,36,신혼부부,일반,,,전원합격,,서류
2025.0,3차,꿈의숲아이파크(장위7)_서울리츠2호,성북구,39,고령자,우선,2.0,2.0,거주기간,,서류
2025.0,3차,꿈의숲아이파크(장위7)_서울리츠2호,성북구,39,고령자,일반,,,전원합격,,서류
2025.0,3차,꿈의숲아이파크(장위7)_서울리츠2호,성북구,40,신혼부부,우선,1.0,6.0,전입일자,1996.10.08.,서류
2025.0,3차,꿈의숲아이파크(장위7)_서울리츠2호,성북구,40,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,보문리슈빌하우스(보문2)_서울리츠2호,성북구,39,신혼부부,예비자,1.0,,추첨,,서류
2025.0,3차,장위자이레디언트(장위4)_서울리츠2호,성북구,39,고령자,우선,1.0,3.0,거주기간,,서류
2025.0,3차,장위자이레디언트(장위4)_서울리츠2호,성북구,39,고령자,일반,,,전원합격,,서류
2025.0,3차,거여 리본타운,송파구,29S,고령자,예비자,,,추첨,,서류
2025.0,3차,송파파크데일 3,송파구,31S,고령자,예비자,,,추첨,,서류
2025.0,3차,잠실올림픽공원아이파크,송파구,59,신혼부부,우선,,,2세 미만 자녀,,서류
2025.0,3차,잠실올림픽공원아이파크,송파구,59,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,신정 파크샤인,양천구,26,청년,우선,1.0,6.0,추첨,,서류
2025.0,3차,신정 파크샤인,양천구,26,청년,일반,1.0,,추첨,,서류
2025.0,3차,신정 파크샤인,양천구,36,주거급여수급자,예비자,,,추첨,,서류
2025.0,3차,신정 파크샤인,양천구,41,신혼부부,우선,1.0,6.0,거주기간,,서류
2025.0,3차,신정 파크샤인,양천구,41,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,신정 파크샤인,양천구,26S,고령자,우선,1.0,6.0,거주기간,,서류
2025.0,3차,신정 파크샤인,양천구,26S,고령자,일반,,,추첨,,서류
2025.0,3차,신목동 파라곤,양천구,59,신혼부부,예비자,1.0,,추첨,,서류
2025.0,3차,호반써밋목동(신정2-2)_서울리츠2호,양천구,39,신혼부부,예비자,1.0,,추첨,,서류
2025.0,3차,이든채(서울리츠1호),양천구,26,청년,우선,1.0,6.0,추첨,,서류
2025.0,3차,이든채(서울리츠1호),양천구,26,청년,일반,1.0,,추첨,,서류
2025.0,3차,이든채(서울리츠1호),양천구,39,신혼부부,우선,1.0,4.0,거주기간,,서류
2025.0,3차,이든채(서울리츠1호),양천구,39,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,이든채(서울리츠1호),양천구,39S,고령자,예비자,,,추첨,,서류
2025.0,3차,e편한세상 보라매2차,영등포구,59,신혼부부,예비자,1.0,,추첨,,서류
2025.0,3차,당산센트럴아이파크,영등포구,59,신혼부부,우선,,,2세 미만 자녀,,서류
2025.0,3차,당산센트럴아이파크,영등포구,59,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,보라매 SK뷰(신길5)_서울리츠2호,영등포구,39,고령자,예비자,,,추첨,,서류
2025.0,3차,더샵파크프레스티지(신길3)_서울리츠2호,영등포구,34,청년,예비자,1.0,,추첨,,서류
2025.0,3차,용산센트럴파크 해링턴스퀘어(국제4)_서울리츠2호,용산구,40,신혼부부,우선,1.0,6.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,용산센트럴파크 해링턴스퀘어(국제4)_서울리츠2호,용산구,40,신혼부부,일반,,,전원합격,,서류
2025.0,3차,래미안베라힐즈(녹번1-2)_서울리츠2호,은평구,38,청년,우선,1.0,6.0,추첨,,서류
2025.0,3차,래미안베라힐즈(녹번1-2)_서울리츠2호,은평구,38,청년,일반,1.0,,추첨,,서류
2025.0,3차,래미안베라힐즈(녹번1-2)_서울리츠2호,은평구,43,신혼부부,우선,1.0,6.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,래미안베라힐즈(녹번1-2)_서울리츠2호,은평구,43,신혼부부,일반,,,전원합격,,서류
2025.0,3차,백련산SK VIEW IPARK(응암10)_서울리츠2호,은평구,36,고령자,우선,1.0,8.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,백련산SK VIEW IPARK(응암10)_서울리츠2호,은평구,36,고령자,일반,,,추첨,,서류
2025.0,3차,백련산SK VIEW IPARK(응암10)_서울리츠2호,은평구,40,신혼부부,우선,1.0,6.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,백련산SK VIEW IPARK(응암10)_서울리츠2호,은평구,40,신혼부부,일반,,,전원합격,,서류
2025.0,3차,백련산해모로(응암11)_서울리츠2호,은평구,39,신혼부부,예비자,,,전원합격,,서류
2025.0,3차,녹번역이편한세상캐슬(응암2)_서울리츠2호,은평구,39,신혼부부,우선,1.0,6.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,힐스테이트녹번역(응암1)_서울리츠2호,은평구,39,고령자,우선,1.0,9.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,힐스테이트녹번역(응암1)_서울리츠2호,은평구,39,고령자,일반,,,추첨,,서류
2025.0,3차,힐스테이트녹번역(응암1)_서울리츠2호,은평구,41,신혼부부,우선,1.0,6.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,힐스테이트녹번역(응암1)_서울리츠2호,은평구,41,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,DMC SK뷰(수색9)_서울리츠2호,은평구,38,고령자,예비자,,,추첨,,서류
2025.0,3차,DMC센트럴자이(증산2)_서울리츠2호,은평구,39,신혼부부,우선,1.0,6.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,DMC센트럴자이(증산2)_서울리츠2호,은평구,39,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,은뜨락(서울리츠1호),은평구,39,청년,우선,1.0,6.0,추첨,,서류
2025.0,3차,은뜨락(서울리츠1호),은평구,39,청년,일반,1.0,,추첨,,서류
2025.0,3차,은뜨락(서울리츠1호),은평구,44,신혼부부,예비자,1.0,,추첨,,서류
2025.0,3차,초행지봉-신사,은평구,23,대학생,예비자,,,전원합격,,서류
2025.0,3차,초행지봉-신사,은평구,26,청년,예비자,1.0,,추첨,,서류
2025.0,3차,경희궁자이(돈의문1)_서울리츠2호,종로구,39,신혼부부,우선,1.0,6.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,경희궁자이(돈의문1)_서울리츠2호,종로구,39,신혼부부,일반,,,전원합격,,서류
2025.0,3차,서울역 센트럴자이(만리2)_서울리츠2호,중구,39,신혼부부,우선,1.0,6.0,거주기간,자치구 거주기간이 오래인 순,서류
2025.0,3차,서울역 센트럴자이(만리2)_서울리츠2호,중구,39,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,신내3-4 도시형생활주택,중랑구,21,청년,우선,1.0,6.0,추첨,,서류
2025.0,3차,신내3-4 도시형생활주택,중랑구,21,청년,일반,1.0,,추첨,,서류
2025.0,3차,신내3-4 도시형생활주택,중랑구,21S,고령자,예비자,,,추첨,,서류
2025.0,3차,한양수자인 사가정파크,중랑구,59,신혼부부,우선,,,2세 미만 자녀 있는 신청자 중 추첨,,서류
2025.0,3차,한양수자인 사가정파크,중랑구,59,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,사가정센트럴아이파크,중랑구,59,신혼부부,우선,,,2세 미만 자녀 있는 신청자 중 추첨,,서류
2025.0,3차,사가정센트럴아이파크,중랑구,59,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,면목라운프라이빗,중랑구,50,고령자,예비자,,,추첨,,서류
2025.0,3차,면목라운프라이빗,중랑구,59,신혼부부,우선,,,2세 미만 자녀 있는 신청자 중 추첨,,서류
2025.0,3차,면목라운프라이빗,중랑구,59,신혼부부,일반,1.0,,추첨,,서류
2025.0,3차,리버센 SK뷰 롯데캐슬,중랑구,39,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,꿈의숲코오롱하늘채(장위2)_서울리츠2호,성북구,32,고령자,우선,1.0,4.0,전입일자,1990.04.19,서류
2024.0,1차,꿈의숲코오롱하늘채(장위2)_서울리츠2호,성북구,32,고령자,일반,,,추첨,,서류
2024.0,1차,보문파크자이(보문3)_서울리츠2호,성북구,29,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,보문파크자이(보문3)_서울리츠2호,성북구,29,청년,일반,1.0,,추첨,,서류
2024.0,1차,e편한세상송파파크센트럴(거여2-2)_서울리츠2호,송파구,34,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,e편한세상송파파크센트럴(거여2-2)_서울리츠2호,송파구,34,청년,일반,1.0,,추첨,,서류
2024.0,1차,목동센트럴아이파크위브(신정1-1)_서울리츠2호,양천구,34,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,목동센트럴아이파크위브(신정1-1)_서울리츠2호,양천구,34,청년,일반,1.0,,추첨,,서류
2024.0,1차,녹번역이편한세상캐슬(응암2)_서울리츠2호,은평구,39,신혼부부,우선,1.0,6.0,전입일자,1994.01.03,서류
2024.0,1차,녹번역이편한세상캐슬(응암2)_서울리츠2호,은평구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,이룸채(서울리츠1호),강남구,23,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,이룸채(서울리츠1호),강남구,23,청년,일반,1.0,,추첨,,서류
2024.0,1차,이룸채(서울리츠1호),강남구,23,고령자,우선,1.0,6.0,전입일자,2018.04.20,서류
2024.0,1차,이룸채(서울리츠1호),강남구,23,고령자,일반,,,추첨,,서류
2024.0,1차,힐스테이트녹번(녹번1-1)_서울리츠2호,은평구,39,신혼부부,우선,1.0,6.0,전입일자,1997.11.17,서류
2024.0,1차,힐스테이트녹번(녹번1-1)_서울리츠2호,은평구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,경희궁자이(돈의문1)_서울리츠2호,종로구,39,신혼부부,우선,1.0,6.0,전입일자,2020.01.02,서류
2024.0,1차,경희궁자이(돈의문1)_서울리츠2호,종로구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,서울역 센트럴자이(만리2)_서울리츠2호,중구,39,고령자,우선,2.0,7.0,전입일자,2022.10.04,서류
2024.0,1차,서울역 센트럴자이(만리2)_서울리츠2호,중구,39,고령자,일반,,,추첨,,서류
2021.0,2차,래미안안클래시,강남구,59,신혼부부,우선,1.0,6.0,전입일자,2017.09.08,서류
2021.0,2차,래미안안클래시,강남구,59,신혼부부,일반,1.0,,추첨,,서류
2021.0,2차,래미안안클래시,강남구,59,고령자,우선,1.0,5.0,전입일자,2009.10.16,서류
2021.0,2차,래미안안클래시,강남구,59,고령자,일반,,,추첨,,서류
2021.0,3차,e편한세상신촌(북아현1-3),서대문구,32,청년,일반,,,,,서류
2021.0,3차,서울숲리버뷰자이(행당6),성동구,36,청년,일반,,,,,서류
2021.0,3차,서울숲리버뷰자이(행당6),성동구,36,청년,일반,,,,,서류
2021.0,3차,답십리파크자이(답십리14),동대문구,33,청년,일반,,,,,서류
2021.0,3차,백련산SK VIEW IPARK(응암10),은평구,36,청년,일반,,,,,서류
2021.0,3차,래미안장위퍼스트하이(장위5),성북구,36,청년,일반,,,,,서류
2021.0,3차,목동센트럴아이파크위브(신정1-1),양천구,34,청년,일반,,,,,서류
2021.0,3차,목동센트럴아이파크위브,양천구,34,청년,일반,,,,,서류
2021.0,3차,더샵파크프레스티지,영등포구,34,청년,우선,,,,,서류
2021.0,3차,더샵파크프레스티지,영등포구,34,청년,일반,,,,,서류
2021.0,3차,더샵파크프레스티지(신길3),영등포구,34,청년,우선,,,,,서류
2021.0,3차,더샵파크프레스티지(신길3),영등포구,34,청년,일반,,,,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,11.08,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,02.16,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,11.02,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,03.16,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,11.11,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,05.22,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,11.13,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,09.09,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,12.02,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,01.16,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,05.08,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,05.10,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,04.08,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,02.08,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,05.09,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,04.12,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,08.28,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,04.19,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,11.27,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,04.22,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,04.07,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,04.05,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,06.25,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,01.31,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,10.07,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,12.22,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,01.30,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,11.24,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,09.14,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,10.28,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,07.02,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,11.03,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,,,생년월일,05.30,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,01.23,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,,,생년월일,05.12,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,청년,일반,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,청년,우선,,,,,서류
2021.0,3차,은뜨락,",null",39,청년,일반,,,,,서류
2021.0,3차,은뜨락,알수없음,39,청년,일반,,,,,서류
2021.0,3차,서울역 센트럴자이(만리2),중구,39,신혼부부,일반,,,,,서류
2021.0,3차,왕십리자이(하왕1-5),성동구,44,신혼부부,일반,,,,,서류
2021.0,3차,e편한세상신촌(북아현1-3),서대문구,32,신혼부부,일반,,,,,서류
2021.0,3차,금호파크힐스이편한세상(금호15),성동구,40,신혼부부,일반,,,,,서류
2021.0,3차,금호파크힐스이편한세상,성동구,40,신혼부부,일반,,,,,서류
2021.0,3차,e편한세상 서울대입구2차,관악구,39,신혼부부,일반,,,,,서류
2021.0,3차,꿈의숲아이파크,성북구,39,신혼부부,일반,,,,,서류
2021.0,3차,꿈의숲아이파크(장위7),성북구,39,신혼부부,일반,,,,,서류
2021.0,3차,송파시그니처롯데캐슬(거여2- 1),송파구,39,신혼부부,우선,,,,,서류
2021.0,3차,송파시그니처롯데캐슬(거여2- 1),송파구,39,신혼부부,일반,,,,,서류
2021.0,3차,송파시그니처롯데캐슬(거여2-1),송파구,39,신혼부부,우선,,,,,서류
2021.0,3차,송파시그니처롯데캐슬(거여2-1),송파구,39,신혼부부,일반,,,,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,신혼부부,우선,,,,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,신혼부부,일반,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,신혼부부,일반,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,신혼부부,우선,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,40,신혼부부,일반,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,40,신혼부부,우선,,,,,서류
2021.0,3차,힐스테이트서울숲리버(금호20),성동구,38,고령자,일반,,,,,서류
2021.0,3차,서울숲리버뷰자이(행당6),성동구,36,고령자,일반,,,,,서류
2021.0,3차,목동센트럴아이파크위브(신정1-1),양천구,34,고령자,일반,,,,,서류
2021.0,3차,꿈의숲아이파크(장위7),성북구,39,고령자,일반,,,,,서류
2021.0,3차,더샵파크프레스티지(신길3),영등포구,34,고령자,우선,,,,,서류
2021.0,3차,송파시그니처롯데캐슬(거여2- 1),송파구,39,고령자,우선,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,고령자,우선,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,고령자,일반,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),null,39,고령자,일반,,,,,서류
2021.0,3차,DMC센트럴자이(증산2),null,39,고령자,우선,,,,,서류
2021.0,3차,은뜨락,null,39S,고령자,일반,,,,,서류
2021.0,3차,이든채,null,39S,고령자,일반,,,,,서류
2021.0,3차,이든채,알 수 없음,39S,고령자,일반,,,,,서류
2021.0,3차,e편한세상서울대입구(봉천12-2),관악구,30,청년,우선공급,1.0,6.0,추첨,,서류
2021.0,3차,e편한세상서울대입구(봉천12-2),관악구,30,청년,일반공급,1.0,,추첨,,서류
2021.0,3차,휘경SK뷰(휘경2),동대문구,39,신혼부부,우선공급,1.0,4.0,전입일자,2018-10-10,서류
2021.0,3차,백련산SK_VIEW_IPARK(응암10),은평구,36,청년,우선공급,1.0,6.0,추첨,,서류
2021.0,3차,백련산SK_VIEW_IPARK(응암10),은평구,36,청년,일반공급,1.0,,추첨,,서류
2021.0,3차,백련산SK_VIEW_IPARK(응암10),은평구,36,고령자,일반공급,,,전원합격,,서류
2021.0,3차,백련산SK_VIEW_IPARK(응암10),은평구,40,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,백련산SK_VIEW_IPARK(응암10),은평구,40,신혼부부,우선공급,1.0,6.0,전입일자,2016-10-04,서류
2021.0,3차,백련산SK_VIEW_IPARK(응암10),은평구,40,고령자,우선공급,1.0,3.0,전입일자,2019-02-07,서류
2021.0,3차,래미안장위포레카운티(장위1),성북구,39,신혼부부,일반공급,,,전원합격,,서류
2021.0,3차,래미안장위포레카운티(장위1),성북구,39,고령자,일반공급,,,전원합격,,서류
2021.0,3차,래미안장위포레카운티(장위1),성북구,42,신혼부부,우선공급,,,추첨,,서류
2021.0,3차,래미안장위퍼스트하이(장위5),성북구,36,청년,우선공급,1.0,4.0,추첨,,서류
2021.0,3차,래미안장위퍼스트하이(장위5),성북구,36,청년,일반공급,1.0,,추첨,,서류
2021.0,3차,래미안장위퍼스트하이(장위5),성북구,36,고령자,우선공급,2.0,4.0,전입일자,1967-01-01,서류
2021.0,3차,래미안장위퍼스트하이(장위5),성북구,36,고령자,일반공급,,,추첨,,서류
2021.0,3차,래미안장위퍼스트하이(장위5),성북구,46,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,래미안장위퍼스트하이(장위5),성북구,46,신혼부부,우선공급,2.0,6.0,전입일자,1979-08-10,서류
2021.0,3차,경희궁자이(돈의문1),종로구,39,청년,우선공급,1.0,6.0,추첨,,서류
2021.0,3차,경희궁자이(돈의문1),종로구,39,청년,일반공급,1.0,,추첨,,서류
2021.0,3차,경희궁자이(돈의문1),종로구,39,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,경희궁자이(돈의문1),종로구,39,고령자,일반공급,,,추첨,,서류
2021.0,3차,서울역센트럴자이(만리2),중구,39,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,대림아크로타워스퀘어(영등포1-4),영등포구,26,청년,일반공급,1.0,,추첨,,서류
2021.0,3차,힐스테이트서울숲리버(금호20),성동구,38,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,서울숲리버뷰자이(행당6),성동구,36,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,금호파크힐스이편한세상(금호15),성동구,30,청년,우선공급,1.0,6.0,추첨,,서류
2021.0,3차,금호파크힐스이편한세상(금호15),성동구,30,청년,일반공급,1.0,,추첨,,서류
2021.0,3차,꿈의숲코오롱하늘채(장위2),성북구,32,청년,일반공급,1.0,,추첨,,서류
2021.0,3차,꿈의숲롯데캐슬(미아4),강북구,39,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,꿈의숲롯데캐슬(미아4),강북구,39,신혼부부,우선공급,1.0,6.0,전입일자,2016-05-16,서류
2021.0,3차,래미안아트리치(석관2),성북구,39,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,신길아이파크(신길14),영등포구,39,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,이든채,알 수 없음,39,청년,우선공급,1.0,4.0,추첨,,서류
2021.0,3차,이든채,알 수 없음,39,청년,일반공급,1.0,,추첨,,서류
2021.0,3차,이든채,알 수 없음,39,신혼부부,우선공급,2.0,6.0,전입일자,1991-09-07,서류
2021.0,3차,이든채,알 수 없음,39,주거급여수급자,우선공급,2.0,4.0,전입일자,2014-08-26,서류
2021.0,3차,이든채,알 수 없음,39S,고령자,우선공급,1.0,4.0,전입일자,2014-05-19,서류
2021.0,3차,이든채,알 수 없음,44,신혼부부,일반공급,1.0,,추첨,,서류
2021.0,3차,서울역 센트럴자이(만리2),중구,39,신혼부부,일반,,,전원합격,,서류
2021.0,3차,왕십리자이(하왕1-5),성동구,44,신혼부부,일반,1.0,,추첨,,서류
2021.0,3차,e편한세상신촌(북아현1-3),서대문구,32,신혼부부,일반,1.0,,추첨,,서류
2021.0,3차,e편한세상신촌(북아현1-3),서대문구,32,청년,일반,1.0,,추첨,,서류
2021.0,3차,힐스테이트서울숲리버(금호20),성동구,38,고령자,일반,,,전원합격,,서류
2021.0,3차,서울숲리버뷰자이(행당6),성동구,36,고령자,일반,,,전원합격,,서류
2021.0,3차,서울숲리버뷰자이(행당6),성동구,36,청년,일반,1.0,,추첨,,서류
2021.0,3차,금호파크힐스e편한세상(금호15),성동구,40,신혼부부,일반,1.0,,추첨,,서류
2021.0,3차,답십리파크자이(답십리14),동대문구,33,청년,일반,1.0,,추첨,,서류
2021.0,3차,백련산SK VIEW IPARK(응암10),은평구,36,청년,일반,1.0,,추첨,,서류
2021.0,3차,래미안장위퍼스트하이(장위5),성북구,36,청년,일반,1.0,,추첨,,서류
2021.0,3차,e편한세상 서울대입구2차(봉천12-1),관악구,39,신혼부부,일반,1.0,,추첨,,서류
2021.0,3차,목동센트럴아이파크위브(신정1-1),양천구,34,고령자,일반,,,전원합격,,서류
2021.0,3차,목동센트럴아이파크위브(신정1-1),양천구,34,청년,일반,1.0,,추첨,,서류
2021.0,3차,꿈의숲아이파크(장위7),성북구,39,고령자,일반,,,전원합격,,서류
2021.0,3차,꿈의숲아이파크(장위7),성북구,39,신혼부부,일반,,,전원합격,,서류
2021.0,3차,꿈의숲아이파크(장위7),성북구,40,신혼부부,일반,,,전원합격,,서류
2021.0,3차,더샵파크프레스티지(신길3),영등포구,34,고령자,우선,2.0,3.0,전입일자,2009-04-30,서류
2021.0,3차,더샵파크프레스티지(신길3),영등포구,34,청년,우선,1.0,6.0,추첨,,서류
2021.0,3차,더샵파크프레스티지(신길3),영등포구,34,청년,일반,1.0,,추첨,,서류
2021.0,3차,송파시그니처롯데캐슬(거여2-1),송파구,39,고령자,우선,1.0,4.0,전입일자,2000-05-01,서류
2021.0,3차,송파시그니처롯데캐슬(거여2-1),송파구,39,신혼부부,우선,1.0,6.0,전입일자,2018-07-02,서류
2021.0,3차,송파시그니처롯데캐슬(거여2-1),송파구,39,신혼부부,일반,1.0,,추첨,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,신혼부부,우선,,,전원합격,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,신혼부부,일반,,,전원합격,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,우선,1.0,6.0,추첨,,서류
2021.0,3차,DMC SK뷰(수색9),은평구,38,청년,일반,1.0,,추첨,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,고령자,우선,2.0,5.0,전입일자,1992-02-10,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,고령자,일반,,,추첨,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,신혼부부,우선,2.0,6.0,전입일자,2011-09-05,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,신혼부부,일반,1.0,,추첨,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,청년,우선,1.0,6.0,추첨,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,39,청년,일반,1.0,,추첨,,서류
2021.0,3차,DMC센트럴자이(증산2),은평구,40,신혼부부,우선,1.0,6.0,전입일자,2017-06-13,서류
